,StatisticCrimeGroup,StatisticCrimeType,Quarter,Religious level,TikimSum
1760,עבירות כלפי הרכוש,גניבת אופניים,2021-Q2,מסורתיים,14
1761,עבירות כלפי הרכוש,גניבת אופניים,2021-Q3,דתיים,83
1762,עבירות כלפי הרכוש,גניבת אופניים,2021-Q3,חילונים,781
1763,עבירות כלפי הרכוש,גניבת אופניים,2021-Q3,חרדים,29
1764,עבירות כלפי הרכוש,גניבת אופניים,2021-Q3,מסורתיים,31
1765,עבירות כלפי הרכוש,גניבת אופניים,2021-Q4,דתיים,88
1766,עבירות כלפי הרכוש,גניבת אופניים,2021-Q4,חילונים,939
1767,עבירות כלפי הרכוש,גניבת אופניים,2021-Q4,חרדים,38
1768,עבירות כלפי הרכוש,גניבת אופניים,2021-Q4,מסורתיים,44
1769,עבירות כלפי הרכוש,גניבת אופניים,2022-Q1,דתיים,72
1770,עבירות כלפי הרכוש,גניבת אופניים,2022-Q1,חילונים,773
1771,עבירות כלפי הרכוש,גניבת אופניים,2022-Q1,חרדים,41
1772,עבירות כלפי הרכוש,גניבת אופניים,2022-Q1,מסורתיים,30
1773,עבירות כלפי הרכוש,גניבת אופניים,2022-Q2,דתיים,75
1774,עבירות כלפי הרכוש,גניבת אופניים,2022-Q2,חילונים,773
1775,עבירות כלפי הרכוש,גניבת אופניים,2022-Q2,חרדים,24
1776,עבירות כלפי הרכוש,גניבת אופניים,2022-Q2,מסורתיים,20
1777,עבירות כלפי הרכוש,גניבת אופניים,2022-Q3,דתיים,57
1778,עבירות כלפי הרכוש,גניבת אופניים,2022-Q3,חילונים,928
1779,עבירות כלפי הרכוש,גניבת אופניים,2022-Q3,חרדים,47
1780,עבירות כלפי הרכוש,גניבת אופניים,2022-Q3,מסורתיים,41
1781,עבירות כלפי הרכוש,גניבת אופניים,2022-Q4,דתיים,78
1782,עבירות כלפי הרכוש,גניבת אופניים,2022-Q4,חילונים,930
1783,עבירות כלפי הרכוש,גניבת אופניים,2022-Q4,חרדים,56
1784,עבירות כלפי הרכוש,גניבת אופניים,2022-Q4,מסורתיים,36
1785,עבירות כלפי הרכוש,גניבת אופניים,2023-Q1,דתיים,43
1786,עבירות כלפי הרכוש,גניבת אופניים,2023-Q1,חילונים,697
1787,עבירות כלפי הרכוש,גניבת אופניים,2023-Q1,חרדים,25
1788,עבירות כלפי הרכוש,גניבת אופניים,2023-Q1,מסורתיים,16
1789,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q1,דתיים,63
1790,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q1,חילונים,485
1791,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q1,חרדים,18
1792,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q1,מסורתיים,61
1793,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q2,דתיים,76
1794,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q2,חילונים,556
1795,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q2,חרדים,27
1796,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q2,מסורתיים,66
1797,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q3,דתיים,61
1798,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q3,חילונים,407
1799,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q3,חרדים,18
1800,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q3,מסורתיים,68
1801,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q4,דתיים,60
1802,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q4,חילונים,473
1803,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q4,חרדים,21
1804,עבירות כלפי הרכוש,גניבת חלקי רכב,2018-Q4,מסורתיים,61
1805,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q1,דתיים,67
1806,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q1,חילונים,454
1807,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q1,חרדים,20
1808,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q1,מסורתיים,37
1809,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q2,דתיים,64
1810,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q2,חילונים,466
1811,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q2,חרדים,19
1812,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q2,מסורתיים,59
1813,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q3,דתיים,46
1814,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q3,חילונים,560
1815,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q3,חרדים,21
1816,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q3,מסורתיים,67
1817,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q4,דתיים,70
1818,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q4,חילונים,437
1819,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q4,חרדים,12
1820,עבירות כלפי הרכוש,גניבת חלקי רכב,2019-Q4,מסורתיים,46
1821,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q1,דתיים,74
1822,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q1,חילונים,445
1823,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q1,חרדים,17
1824,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q1,מסורתיים,69
1825,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q2,דתיים,62
1826,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q2,חילונים,409
1827,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q2,חרדים,13
1828,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q2,מסורתיים,44
1829,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q3,דתיים,82
1830,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q3,חילונים,595
1831,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q3,חרדים,22
1832,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q3,מסורתיים,58
1833,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q4,דתיים,100
1834,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q4,חילונים,793
1835,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q4,חרדים,28
1836,עבירות כלפי הרכוש,גניבת חלקי רכב,2020-Q4,מסורתיים,76
1837,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q1,דתיים,124
1838,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q1,חילונים,596
1839,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q1,חרדים,42
1840,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q1,מסורתיים,67
1841,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q2,דתיים,124
1842,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q2,חילונים,957
1843,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q2,חרדים,33
1844,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q2,מסורתיים,167
1845,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q3,דתיים,111
1846,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q3,חילונים,992
1847,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q3,חרדים,29
1848,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q3,מסורתיים,97
1849,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q4,דתיים,90
1850,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q4,חילונים,887
1851,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q4,חרדים,28
1852,עבירות כלפי הרכוש,גניבת חלקי רכב,2021-Q4,מסורתיים,62
1853,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q1,דתיים,90
1854,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q1,חילונים,763
1855,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q1,חרדים,18
1856,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q1,מסורתיים,86
1857,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q2,דתיים,90
1858,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q2,חילונים,569
1859,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q2,חרדים,15
1860,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q2,מסורתיים,79
1861,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q3,דתיים,65
1862,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q3,חילונים,868
1863,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q3,חרדים,21
1864,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q3,מסורתיים,82
1865,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q4,דתיים,79
1866,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q4,חילונים,1024
1867,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q4,חרדים,23
1868,עבירות כלפי הרכוש,גניבת חלקי רכב,2022-Q4,מסורתיים,175
1869,עבירות כלפי הרכוש,גניבת חלקי רכב,2023-Q1,דתיים,83
1870,עבירות כלפי הרכוש,גניבת חלקי רכב,2023-Q1,חילונים,1154
1871,עבירות כלפי הרכוש,גניבת חלקי רכב,2023-Q1,חרדים,23
1872,עבירות כלפי הרכוש,גניבת חלקי רכב,2023-Q1,מסורתיים,94
1873,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q1,דתיים,677
1874,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q1,חילונים,3590
1875,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q1,חרדים,257
1876,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q1,מסורתיים,594
1877,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q2,דתיים,744
1878,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q2,חילונים,3829
1879,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q2,חרדים,262
1880,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q2,מסורתיים,581
1881,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q3,דתיים,745
1882,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q3,חילונים,3655
1883,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q3,חרדים,274
1884,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q3,מסורתיים,585
1885,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q4,דתיים,689
1886,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q4,חילונים,3682
1887,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q4,חרדים,280
1888,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2018-Q4,מסורתיים,560
1889,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q1,דתיים,567
1890,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q1,חילונים,3464
1891,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q1,חרדים,244
1892,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q1,מסורתיים,504
1893,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q2,דתיים,641
1894,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q2,חילונים,3655
1895,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q2,חרדים,334
1896,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q2,מסורתיים,548
1897,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q3,דתיים,641
1898,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q3,חילונים,3875
1899,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q3,חרדים,304
1900,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q3,מסורתיים,571
1901,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q4,דתיים,653
1902,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q4,חילונים,3410
1903,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q4,חרדים,238
1904,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2019-Q4,מסורתיים,557
1905,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2020-Q1,דתיים,630
1906,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2020-Q1,חילונים,3330
1907,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2020-Q1,חרדים,244
1908,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2020-Q1,מסורתיים,552
1909,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2020-Q2,דתיים,706
1910,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2020-Q2,חילונים,3829
1911,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2020-Q2,חרדים,258
1912,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2020-Q2,מסורתיים,579
1913,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2020-Q3,דתיים,644
1914,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2020-Q3,חילונים,3805
1915,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2020-Q3,חרדים,287
1916,עבירות כלפי הרכוש,גרימת נזק לרכוש בזדון,2020-Q3,מסורתיים,579
