StatisticCrimeGroup,Cluster,Quarter,TikimSum,norm
עבירות רשוי,2.0,2018-Q1,37,7.768364915203258
עבירות רשוי,2.0,2018-Q2,31,6.508630064089216
עבירות רשוי,2.0,2018-Q3,28,5.878762638532195
עבירות רשוי,2.0,2018-Q4,23,4.82898359593716
עבירות רשוי,2.0,2019-Q1,29,6.088718447051202
עבירות רשוי,2.0,2019-Q2,29,6.088718447051202
עבירות רשוי,2.0,2019-Q3,31,6.508630064089216
עבירות רשוי,2.0,2019-Q4,18,3.7792045533421255
עבירות רשוי,2.0,2020-Q1,21,4.409071978899147
עבירות רשוי,2.0,2020-Q2,37,7.768364915203258
עבירות רשוי,2.0,2020-Q3,23,4.82898359593716
עבירות רשוי,2.0,2020-Q4,34,7.138497489646237
עבירות רשוי,2.0,2021-Q1,29,6.088718447051202
עבירות רשוי,2.0,2021-Q2,34,7.138497489646237
עבירות רשוי,2.0,2021-Q3,28,5.878762638532195
עבירות רשוי,2.0,2021-Q4,19,3.989160361861132
עבירות רשוי,2.0,2022-Q1,38,7.978320723722264
עבירות רשוי,2.0,2022-Q2,25,5.2488952129751745
עבירות רשוי,2.0,2022-Q3,33,6.92854168112723
עבירות רשוי,2.0,2022-Q4,27,5.668806830013188
עבירות רשוי,2.0,2023-Q1,26,5.458851021494182
עבירות רשוי,3.0,2018-Q1,5,0.4065346320847119
עבירות רשוי,3.0,2018-Q2,6,0.48784155850165434
עבירות רשוי,3.0,2018-Q3,7,0.5691484849185967
עבירות רשוי,3.0,2018-Q4,4,0.32522770566776954
עבירות רשוי,3.0,2019-Q1,12,0.9756831170033087
עבירות רשוי,3.0,2019-Q2,5,0.4065346320847119
עבירות רשוי,3.0,2019-Q3,6,0.48784155850165434
עבירות רשוי,3.0,2019-Q4,21,1.70744545475579
עבירות רשוי,3.0,2020-Q1,10,0.8130692641694238
עבירות רשוי,3.0,2020-Q2,8,0.6504554113355391
עבירות רשוי,3.0,2020-Q3,8,0.6504554113355391
עבירות רשוי,3.0,2020-Q4,3,0.24392077925082717
עבירות רשוי,3.0,2021-Q1,7,0.5691484849185967
עבירות רשוי,3.0,2021-Q2,6,0.48784155850165434
עבירות רשוי,3.0,2021-Q3,8,0.6504554113355391
עבירות רשוי,3.0,2021-Q4,8,0.6504554113355391
עבירות רשוי,3.0,2022-Q1,5,0.4065346320847119
עבירות רשוי,3.0,2022-Q2,8,0.6504554113355391
עבירות רשוי,3.0,2022-Q3,5,0.4065346320847119
עבירות רשוי,3.0,2022-Q4,10,0.8130692641694238
עבירות רשוי,3.0,2023-Q1,5,0.4065346320847119
עבירות רשוי,4.0,2018-Q1,21,0.7940006015594272
עבירות רשוי,4.0,2018-Q2,7,0.2646668671864757
עבירות רשוי,4.0,2018-Q3,13,0.4915241819177406
עבירות רשוי,4.0,2018-Q4,20,0.7561910491042163
עבירות רשוי,4.0,2019-Q1,13,0.4915241819177406
עבירות רשוי,4.0,2019-Q2,14,0.5293337343729514
עבירות רשוי,4.0,2019-Q3,17,0.6427623917385838
עבירות רשוי,4.0,2019-Q4,15,0.5671432868281623
עבירות רשוי,4.0,2020-Q1,12,0.45371462946252983
עבירות רשוי,4.0,2020-Q2,11,0.415905077007319
עבירות רשוי,4.0,2020-Q3,7,0.2646668671864757
עבירות רשוי,4.0,2020-Q4,8,0.30247641964168653
עבירות רשוי,4.0,2021-Q1,5,0.18904776227605408
עבירות רשוי,4.0,2021-Q2,5,0.18904776227605408
עבירות רשוי,4.0,2021-Q3,9,0.34028597209689737
עבירות רשוי,4.0,2021-Q4,13,0.4915241819177406
עבירות רשוי,4.0,2022-Q1,5,0.18904776227605408
עבירות רשוי,4.0,2022-Q2,10,0.37809552455210815
עבירות רשוי,4.0,2022-Q3,1,0.03780955245521082
עבירות רשוי,4.0,2022-Q4,11,0.415905077007319
עבירות רשוי,4.0,2023-Q1,9,0.34028597209689737
עבירות רשוי,5.0,2018-Q1,73,12.165728336791014
עבירות רשוי,5.0,2018-Q2,52,8.66599826730319
עבירות רשוי,5.0,2018-Q3,57,9.499267331466957
עבירות רשוי,5.0,2018-Q4,58,9.66592114429971
עבירות רשוי,5.0,2019-Q1,83,13.83226646511855
עבירות רשוי,5.0,2019-Q2,69,11.499113085460001
עבירות רשוי,5.0,2019-Q3,70,11.665766898292754
עבירות רשוי,5.0,2019-Q4,89,14.832189342115074
עבירות רשוי,5.0,2020-Q1,86,14.332227903616811
עבירות רשוי,5.0,2020-Q2,49,8.166036828804927
עבירות רשוי,5.0,2020-Q3,57,9.499267331466957
עבירות רשוי,5.0,2020-Q4,99,16.49872747044261
עבירות רשוי,5.0,2021-Q1,92,15.332150780613334
עבירות רשוי,5.0,2021-Q2,92,15.332150780613334
עבירות רשוי,5.0,2021-Q3,95,15.832112219111595
עבירות רשוי,5.0,2021-Q4,83,13.83226646511855
עבירות רשוי,5.0,2022-Q1,52,8.66599826730319
עבירות רשוי,5.0,2022-Q2,61,10.165882582797972
עבירות רשוי,5.0,2022-Q3,42,6.999460138975652
עבירות רשוי,5.0,2022-Q4,29,4.832960572149855
עבירות רשוי,5.0,2023-Q1,29,4.832960572149855
עבירות רשוי,6.0,2018-Q1,37,2.708210257873616
עבירות רשוי,6.0,2018-Q2,16,1.1711179493507529
עבירות רשוי,6.0,2018-Q3,14,1.0247282056819087
עבירות רשוי,6.0,2018-Q4,12,0.8783384620130646
עבירות רשוי,6.0,2019-Q1,19,1.390702564854019
עבירות רשוי,6.0,2019-Q2,14,1.0247282056819087
עבירות רשוי,6.0,2019-Q3,21,1.5370923085228632
עבירות רשוי,6.0,2019-Q4,16,1.1711179493507529
עבירות רשוי,6.0,2020-Q1,20,1.4638974366884412
עבירות רשוי,6.0,2020-Q2,19,1.390702564854019
עבירות רשוי,6.0,2020-Q3,17,1.2443128211851748
עבירות רשוי,6.0,2020-Q4,16,1.1711179493507529
עבירות רשוי,6.0,2021-Q1,21,1.5370923085228632
עבירות רשוי,6.0,2021-Q2,12,0.8783384620130646
עבירות רשוי,6.0,2021-Q3,15,1.097923077516331
עבירות רשוי,6.0,2021-Q4,18,1.317507693019597
עבירות רשוי,6.0,2022-Q1,26,1.9030666676949735
עבירות רשוי,6.0,2022-Q2,9,0.6587538465097985
עבירות רשוי,6.0,2022-Q3,10,0.7319487183442206
עבירות רשוי,6.0,2022-Q4,12,0.8783384620130646
עבירות רשוי,6.0,2023-Q1,14,1.0247282056819087
עבירות רשוי,7.0,2018-Q1,45,8.762291478679346
עבירות רשוי,7.0,2018-Q2,27,5.257374887207607
עבירות רשוי,7.0,2018-Q3,33,6.425680417698187
עבירות רשוי,7.0,2018-Q4,34,6.620398006113283
עבירות רשוי,7.0,2019-Q1,28,5.452092475622704
עבירות רשוי,7.0,2019-Q2,44,8.56757389026425
עבירות רשוי,7.0,2019-Q3,31,6.036245240867993
עבירות רשוי,7.0,2019-Q4,43,8.372856301849152
עבירות רשוי,7.0,2020-Q1,26,5.0626572987925105
עבירות רשוי,7.0,2020-Q2,30,5.841527652452897
עבירות רשוי,7.0,2020-Q3,17,3.3101990030566415
עבירות רשוי,7.0,2020-Q4,47,9.151726655509538
עבירות רשוי,7.0,2021-Q1,46,8.957009067094441
עבירות רשוי,7.0,2021-Q2,46,8.957009067094441
עבירות רשוי,7.0,2021-Q3,36,7.009833182943476
עבירות רשוי,7.0,2021-Q4,29,5.6468100640378
עבירות רשוי,7.0,2022-Q1,36,7.009833182943476
עבירות רשוי,7.0,2022-Q2,34,6.620398006113283
עבירות רשוי,7.0,2022-Q3,46,8.957009067094441
עבירות רשוי,7.0,2022-Q4,32,6.23096282928309
עבירות רשוי,7.0,2023-Q1,40,7.788703536603863
עבירות רשוי,8.0,2018-Q1,77,11.13314900935502
עבירות רשוי,8.0,2018-Q2,57,8.241421993938133
עבירות רשוי,8.0,2018-Q3,48,6.940144837000532
עבירות רשוי,8.0,2018-Q4,60,8.675181046250666
עבירות רשוי,8.0,2019-Q1,82,11.856080763209242
עבירות רשוי,8.0,2019-Q2,58,8.386008344708976
עבירות רשוי,8.0,2019-Q3,45,6.506385784687999
עבירות רשוי,8.0,2019-Q4,66,9.542699150875732
עבירות רשוי,8.0,2020-Q1,61,8.81976739702151
עבירות רשוי,8.0,2020-Q2,45,6.506385784687999
עבירות רשוי,8.0,2020-Q3,38,5.494281329292088
עבירות רשוי,8.0,2020-Q4,68,9.83187185241742
עבירות רשוי,8.0,2021-Q1,77,11.13314900935502
עבירות רשוי,8.0,2021-Q2,72,10.410217255500799
עבירות רשוי,8.0,2021-Q3,49,7.084731187771377
עבירות רשוי,8.0,2021-Q4,45,6.506385784687999
עבירות רשוי,8.0,2022-Q1,52,7.51849024008391
עבירות רשוי,8.0,2022-Q2,34,4.91593592620871
עבירות רשוי,8.0,2022-Q3,31,4.482176873896177
עבירות רשוי,8.0,2022-Q4,39,5.6388676800629325
עבירות רשוי,8.0,2023-Q1,26,3.759245120041955
עבירות רשוי,9.0,2018-Q1,3,0.13695502957667183
עבירות רשוי,9.0,2018-Q2,2,0.09130335305111456
עבירות רשוי,9.0,2018-Q3,5,0.22825838262778642
עבירות רשוי,9.0,2018-Q4,7,0.31956173567890095
עבירות רשוי,9.0,2019-Q1,11,0.5021684417811301
עבירות רשוי,9.0,2019-Q2,18,0.8217301774600311
עבירות רשוי,9.0,2019-Q3,6,0.27391005915334365
עבירות רשוי,9.0,2019-Q4,9,0.41086508873001554
עבירות רשוי,9.0,2020-Q1,5,0.22825838262778642
עבירות רשוי,9.0,2020-Q2,1,0.04565167652555728
עבירות רשוי,9.0,2020-Q3,4,0.18260670610222912
עבירות רשוי,9.0,2020-Q4,1,0.04565167652555728
עבירות רשוי,9.0,2021-Q1,3,0.13695502957667183
עבירות רשוי,9.0,2021-Q3,3,0.13695502957667183
עבירות רשוי,9.0,2021-Q4,6,0.27391005915334365
עבירות רשוי,9.0,2022-Q1,9,0.41086508873001554
עבירות רשוי,9.0,2022-Q2,1,0.04565167652555728
עבירות רשוי,9.0,2022-Q3,7,0.31956173567890095
עבירות רשוי,9.0,2022-Q4,3,0.13695502957667183
עבירות רשוי,9.0,2023-Q1,4,0.18260670610222912
עבירות רשוי,10.0,2018-Q1,2,0.006457766157911921
עבירות רשוי,10.0,2018-Q3,1,0.0032288830789559604
עבירות רשוי,10.0,2018-Q4,1,0.0032288830789559604
עבירות רשוי,10.0,2019-Q3,1,0.0032288830789559604
עבירות רשוי,10.0,2020-Q2,1,0.0032288830789559604
עבירות רשוי,10.0,2020-Q4,2,0.006457766157911921
עבירות רשוי,10.0,2021-Q1,1,0.0032288830789559604
עבירות רשוי,10.0,2021-Q2,1,0.0032288830789559604
עבירות רשוי,10.0,2021-Q3,1,0.0032288830789559604
עבירות רשוי,10.0,2023-Q1,1,0.0032288830789559604
עבירות תנועה,1.0,2018-Q1,13,0.5576288789657291
עבירות תנועה,1.0,2018-Q2,12,0.5147343498145192
עבירות תנועה,1.0,2018-Q3,6,0.2573671749072596
עבירות תנועה,1.0,2018-Q4,4,0.17157811660483974
עבירות תנועה,1.0,2019-Q1,10,0.42894529151209937
עבירות תנועה,1.0,2019-Q2,7,0.3002617040584695
עבירות תנועה,1.0,2019-Q3,7,0.3002617040584695
עבירות תנועה,1.0,2019-Q4,7,0.3002617040584695
עבירות תנועה,1.0,2020-Q1,12,0.5147343498145192
עבירות תנועה,1.0,2020-Q2,9,0.3860507623608894
עבירות תנועה,1.0,2020-Q3,10,0.42894529151209937
עבירות תנועה,1.0,2020-Q4,13,0.5576288789657291
עבירות תנועה,1.0,2021-Q1,9,0.3860507623608894
עבירות תנועה,1.0,2021-Q2,9,0.3860507623608894
עבירות תנועה,1.0,2021-Q3,6,0.2573671749072596
עבירות תנועה,1.0,2021-Q4,12,0.5147343498145192
עבירות תנועה,1.0,2022-Q1,18,0.7721015247217788
עבירות תנועה,1.0,2022-Q2,10,0.42894529151209937
עבירות תנועה,1.0,2022-Q3,5,0.21447264575604968
עבירות תנועה,1.0,2022-Q4,6,0.2573671749072596
עבירות תנועה,1.0,2023-Q1,7,0.3002617040584695
עבירות תנועה,2.0,2018-Q1,43,9.0280997663173
עבירות תנועה,2.0,2018-Q2,50,10.497790425950349
עבירות תנועה,2.0,2018-Q3,50,10.497790425950349
עבירות תנועה,2.0,2018-Q4,50,10.497790425950349
עבירות תנועה,2.0,2019-Q1,60,12.597348511140417
עבירות תנועה,2.0,2019-Q2,55,11.547569468545383
עבירות תנועה,2.0,2019-Q3,41,8.608188149279286
עבירות תנועה,2.0,2019-Q4,50,10.497790425950349
עבירות תנועה,2.0,2020-Q1,48,10.077878808912335
עבירות תנועה,2.0,2020-Q2,55,11.547569468545383
עבירות תנועה,2.0,2020-Q3,55,11.547569468545383
עבירות תנועה,2.0,2020-Q4,61,12.807304319659425
עבירות תנועה,2.0,2021-Q1,64,13.437171745216446
עבירות תנועה,2.0,2021-Q2,69,14.48695078781148
עבירות תנועה,2.0,2021-Q3,69,14.48695078781148
עבירות תנועה,2.0,2021-Q4,56,11.75752527706439
עבירות תנועה,2.0,2022-Q1,52,10.917702042988363
עבירות תנועה,2.0,2022-Q2,50,10.497790425950349
עבירות תנועה,2.0,2022-Q3,41,8.608188149279286
עבירות תנועה,2.0,2022-Q4,54,11.337613660026376
עבירות תנועה,2.0,2023-Q1,53,11.127657851507369
עבירות תנועה,3.0,2018-Q1,25,2.0326731604235597
עבירות תנועה,3.0,2018-Q2,13,1.056990043420251
עבירות תנועה,3.0,2018-Q3,15,1.2196038962541358
עבירות תנועה,3.0,2018-Q4,9,0.7317623377524815
עבירות תנועה,3.0,2019-Q1,17,1.3822177490880205
עבירות תנועה,3.0,2019-Q2,13,1.056990043420251
עבירות תנועה,3.0,2019-Q3,12,0.9756831170033087
עבירות תנועה,3.0,2019-Q4,2,0.16261385283388477
עבירות תנועה,3.0,2020-Q1,13,1.056990043420251
עבירות תנועה,3.0,2020-Q2,11,0.8943761905863662
עבירות תנועה,3.0,2020-Q3,16,1.3009108226710782
עבירות תנועה,3.0,2020-Q4,12,0.9756831170033087
עבירות תנועה,3.0,2021-Q1,21,1.70744545475579
עבירות תנועה,3.0,2021-Q2,12,0.9756831170033087
עבירות תנועה,3.0,2021-Q3,8,0.6504554113355391
עבירות תנועה,3.0,2021-Q4,7,0.5691484849185967
עבירות תנועה,3.0,2022-Q1,16,1.3009108226710782
עבירות תנועה,3.0,2022-Q2,5,0.4065346320847119
עבירות תנועה,3.0,2022-Q3,6,0.48784155850165434
עבירות תנועה,3.0,2022-Q4,19,1.5448316019219053
עבירות תנועה,3.0,2023-Q1,15,1.2196038962541358
עבירות תנועה,4.0,2018-Q1,17,0.6427623917385838
עבירות תנועה,4.0,2018-Q2,9,0.34028597209689737
עבירות תנועה,4.0,2018-Q3,17,0.6427623917385838
עבירות תנועה,4.0,2018-Q4,9,0.34028597209689737
עבירות תנועה,4.0,2019-Q1,18,0.6805719441937947
עבירות תנועה,4.0,2019-Q2,8,0.30247641964168653
עבירות תנועה,4.0,2019-Q3,12,0.45371462946252983
עבירות תנועה,4.0,2019-Q4,11,0.415905077007319
עבירות תנועה,4.0,2020-Q1,14,0.5293337343729514
עבירות תנועה,4.0,2020-Q2,9,0.34028597209689737
עבירות תנועה,4.0,2020-Q3,21,0.7940006015594272
עבירות תנועה,4.0,2020-Q4,22,0.831810154014638
עבירות תנועה,4.0,2021-Q1,15,0.5671432868281623
עבירות תנועה,4.0,2021-Q2,23,0.8696197064698488
עבירות תנועה,4.0,2021-Q3,17,0.6427623917385838
עבירות תנועה,4.0,2021-Q4,19,0.7183814966490055
עבירות תנועה,4.0,2022-Q1,22,0.831810154014638
עבירות תנועה,4.0,2022-Q2,7,0.2646668671864757
עבירות תנועה,4.0,2022-Q3,14,0.5293337343729514
עבירות תנועה,4.0,2022-Q4,17,0.6427623917385838
עבירות תנועה,4.0,2023-Q1,19,0.7183814966490055
עבירות תנועה,5.0,2018-Q1,107,17.83195797310464
עבירות תנועה,5.0,2018-Q2,94,15.665458406278841
עבירות תנועה,5.0,2018-Q3,99,16.49872747044261
עבירות תנועה,5.0,2018-Q4,94,15.665458406278841
עבירות תנועה,5.0,2019-Q1,101,16.832035096108118
עבירות תנועה,5.0,2019-Q2,84,13.998920277951305
עבירות תנועה,5.0,2019-Q3,77,12.83234358812203
עבירות תנועה,5.0,2019-Q4,76,12.665689775289275
עבירות תנועה,5.0,2020-Q1,119,19.831803727097682
עבירות תנועה,5.0,2020-Q2,76,12.665689775289275
עבירות תנועה,5.0,2020-Q3,81,13.498958839453044
עבירות תנועה,5.0,2020-Q4,114,18.998534662933913
עבירות תנועה,5.0,2021-Q1,151,25.164725737745798
עבירות תנועה,5.0,2021-Q2,85,14.165574090784059
עבירות תנועה,5.0,2021-Q3,104,17.33199653460638
עבירות תנועה,5.0,2021-Q4,101,16.832035096108118
עבירות תנועה,5.0,2022-Q1,144,23.998149047916524
עבירות תנועה,5.0,2022-Q2,79,13.165651213787537
עבירות תנועה,5.0,2022-Q3,54,8.999305892968696
עבירות תנועה,5.0,2022-Q4,104,17.33199653460638
עבירות תנועה,5.0,2023-Q1,116,19.33184228859942
עבירות תנועה,6.0,2018-Q1,23,1.6834820521917073
עבירות תנועה,6.0,2018-Q2,27,1.9762615395293954
עבירות תנועה,6.0,2018-Q3,21,1.5370923085228632
עבירות תנועה,6.0,2018-Q4,14,1.0247282056819087
עבירות תנועה,6.0,2019-Q1,29,2.1226512831982394
עבירות תנועה,6.0,2019-Q2,20,1.4638974366884412
עבירות תנועה,6.0,2019-Q3,30,2.195846155032662
עבירות תנועה,6.0,2019-Q4,28,2.0494564113638174
עבירות תנועה,6.0,2020-Q1,34,2.4886256423703497
עבירות תנועה,6.0,2020-Q2,23,1.6834820521917073
עבירות תנועה,6.0,2020-Q3,30,2.195846155032662
עבירות תנועה,6.0,2020-Q4,24,1.7566769240261293
עבירות תנועה,6.0,2021-Q1,33,2.4154307705359277
עבירות תנועה,6.0,2021-Q2,43,3.1473794888801483
עבירות תנועה,6.0,2021-Q3,53,3.879328207224369
עבירות תנועה,6.0,2021-Q4,50,3.6597435917211025
עבירות תנועה,6.0,2022-Q1,60,4.391692310065324
עבירות תנועה,6.0,2022-Q2,40,2.9277948733768824
עבירות תנועה,6.0,2022-Q3,46,3.3669641043834146
עבירות תנועה,6.0,2022-Q4,26,1.9030666676949735
עבירות תנועה,6.0,2023-Q1,33,2.4154307705359277
עבירות תנועה,7.0,2018-Q1,76,14.79853671954734
עבירות תנועה,7.0,2018-Q2,44,8.56757389026425
עבירות תנועה,7.0,2018-Q3,40,7.788703536603863
עבירות תנועה,7.0,2018-Q4,50,9.735879420754829
עבירות תנועה,7.0,2019-Q1,78,15.187971896377531
עבירות תנועה,7.0,2019-Q2,55,10.709467362830312
עבירות תנועה,7.0,2019-Q3,57,11.098902539660504
עבירות תנועה,7.0,2019-Q4,64,12.46192565856618
עבירות תנועה,7.0,2020-Q1,56,10.904184951245409
עבירות תנועה,7.0,2020-Q2,47,9.151726655509538
עבירות תנועה,7.0,2020-Q3,67,13.046078423811469
עבירות תנועה,7.0,2020-Q4,57,11.098902539660504
עבירות תנועה,7.0,2021-Q1,67,13.046078423811469
עבירות תנועה,7.0,2021-Q2,55,10.709467362830312
עבירות תנועה,7.0,2021-Q3,62,12.072490481735986
עבירות תנועה,7.0,2021-Q4,62,12.072490481735986
עבירות תנועה,7.0,2022-Q1,99,19.27704125309456
עבירות תנועה,7.0,2022-Q2,72,14.019666365886952
עבירות תנועה,7.0,2022-Q3,78,15.187971896377531
עבירות תנועה,7.0,2022-Q4,120,23.36611060981159
עבירות תנועה,7.0,2023-Q1,124,24.144980963471973
עבירות תנועה,8.0,2018-Q1,34,4.91593592620871
עבירות תנועה,8.0,2018-Q2,23,3.325486067729422
עבירות תנועה,8.0,2018-Q3,32,4.626763224667021
עבירות תנועה,8.0,2018-Q4,27,3.9038314708127992
עבירות תנועה,8.0,2019-Q1,37,5.349694978521243
עבירות תנועה,8.0,2019-Q2,51,7.373903889313065
עבירות תנועה,8.0,2019-Q3,33,4.771349575437866
עבירות תנועה,8.0,2019-Q4,46,6.650972135458844
עבירות תנועה,8.0,2020-Q1,42,6.072626732375466
עבירות תנועה,8.0,2020-Q2,28,4.0484178215836435
עבירות תנועה,8.0,2020-Q3,60,8.675181046250666
עבירות תנועה,8.0,2020-Q4,41,5.928040381604621
עבירות תנועה,8.0,2021-Q1,38,5.494281329292088
עבירות תנועה,8.0,2021-Q2,41,5.928040381604621
עבירות תנועה,8.0,2021-Q3,46,6.650972135458844
עבירות תנועה,8.0,2021-Q4,65,9.398112800104887
עבירות תנועה,8.0,2022-Q1,106,15.326153181709508
עבירות תנועה,8.0,2022-Q2,94,13.591116972459375
עבירות תנועה,8.0,2022-Q3,73,10.554803606271642
עבירות תנועה,8.0,2022-Q4,82,11.856080763209242
עבירות תנועה,8.0,2023-Q1,111,16.04908493556373
עבירות תנועה,9.0,2018-Q1,25,1.141291913138932
עבירות תנועה,9.0,2018-Q2,10,0.45651676525557283
עבירות תנועה,9.0,2018-Q3,14,0.6391234713578019
עבירות תנועה,9.0,2018-Q4,20,0.9130335305111457
עבירות תנועה,9.0,2019-Q1,19,0.8673818539855883
עבירות תנועה,9.0,2019-Q2,13,0.5934717948322447
עבירות תנועה,9.0,2019-Q3,8,0.36521341220445824
עבירות תנועה,9.0,2019-Q4,9,0.41086508873001554
עבירות תנועה,9.0,2020-Q1,8,0.36521341220445824
עבירות תנועה,9.0,2020-Q2,12,0.5478201183066873
עבירות תנועה,9.0,2020-Q3,10,0.45651676525557283
עבירות תנועה,9.0,2020-Q4,9,0.41086508873001554
עבירות תנועה,9.0,2021-Q1,7,0.31956173567890095
עבירות תנועה,9.0,2021-Q2,10,0.45651676525557283
עבירות תנועה,9.0,2021-Q3,7,0.31956173567890095
עבירות תנועה,9.0,2021-Q4,24,1.0956402366133746
עבירות תנועה,9.0,2022-Q1,17,0.7760785009344737
עבירות תנועה,9.0,2022-Q2,10,0.45651676525557283
עבירות תנועה,9.0,2022-Q3,17,0.7760785009344737
עבירות תנועה,9.0,2022-Q4,30,1.3695502957667185
עבירות תנועה,9.0,2023-Q1,28,1.2782469427156038
עבירות תנועה,10.0,2018-Q1,1,0.0032288830789559604
עבירות תנועה,10.0,2018-Q3,2,0.006457766157911921
עבירות תנועה,10.0,2019-Q3,2,0.006457766157911921
עבירות תנועה,10.0,2019-Q4,2,0.006457766157911921
עבירות תנועה,10.0,2020-Q3,3,0.009686649236867882
עבירות תנועה,10.0,2021-Q1,1,0.0032288830789559604
עבירות תנועה,10.0,2021-Q2,1,0.0032288830789559604
עבירות תנועה,10.0,2021-Q3,1,0.0032288830789559604
עבירות תנועה,10.0,2021-Q4,1,0.0032288830789559604
עבירות תנועה,10.0,2022-Q1,2,0.006457766157911921
עבירות תנועה,10.0,2023-Q1,1,0.0032288830789559604
קבוצת כל השאר,1.0,2018-Q1,113,4.847081794086723
קבוצת כל השאר,1.0,2018-Q2,87,3.731824036155264
קבוצת כל השאר,1.0,2018-Q3,90,3.860507623608894
קבוצת כל השאר,1.0,2018-Q4,65,2.7881443948286457
קבוצת כל השאר,1.0,2019-Q1,64,2.745249865677436
קבוצת כל השאר,1.0,2019-Q2,53,2.2734100450141264
קבוצת כל השאר,1.0,2019-Q3,54,2.3163045741653363
קבוצת כל השאר,1.0,2019-Q4,69,2.9597225114334855
קבוצת כל השאר,1.0,2020-Q1,79,3.388667802945585
קבוצת כל השאר,1.0,2020-Q2,47,2.016042870106867
קבוצת כל השאר,1.0,2020-Q3,73,3.1313006280383253
קבוצת כל השאר,1.0,2020-Q4,45,1.930253811804447
קבוצת כל השאר,1.0,2021-Q1,72,3.0884060988871154
קבוצת כל השאר,1.0,2021-Q2,85,3.6460349778528442
קבוצת כל השאר,1.0,2021-Q3,52,2.2305155158629164
קבוצת כל השאר,1.0,2021-Q4,56,2.402093632467756
קבוצת כל השאר,1.0,2022-Q1,85,3.6460349778528442
קבוצת כל השאר,1.0,2022-Q2,64,2.745249865677436
קבוצת כל השאר,1.0,2022-Q3,71,3.0455115697359054
קבוצת כל השאר,1.0,2022-Q4,60,2.573671749072596
קבוצת כל השאר,1.0,2023-Q1,55,2.3591991033165463
קבוצת כל השאר,2.0,2018-Q1,520,109.17702042988363
קבוצת כל השאר,2.0,2018-Q2,583,122.40423636658106
קבוצת כל השאר,2.0,2018-Q3,448,94.06020221651512
קבוצת כל השאר,2.0,2018-Q4,563,118.20512019620092
קבוצת כל השאר,2.0,2019-Q1,510,107.07746234469356
קבוצת כל השאר,2.0,2019-Q2,484,101.61861132319937
קבוצת כל השאר,2.0,2019-Q3,495,103.92812521690846
קבוצת כל השאר,2.0,2019-Q4,478,100.35887647208533
קבוצת כל השאר,2.0,2020-Q1,491,103.08830198283242
קבוצת כל השאר,2.0,2020-Q2,452,94.90002545059114
קבוצת כל השאר,2.0,2020-Q3,517,108.5471530043266
קבוצת כל השאר,2.0,2020-Q4,496,104.13808102542745
קבוצת כל השאר,2.0,2021-Q1,517,108.5471530043266
קבוצת כל השאר,2.0,2021-Q2,610,128.07304319659426
קבוצת כל השאר,2.0,2021-Q3,484,101.61861132319937
קבוצת כל השאר,2.0,2021-Q4,499,104.76794845098448
קבוצת כל השאר,2.0,2022-Q1,581,121.98432474954305
קבוצת כל השאר,2.0,2022-Q2,606,127.23321996251822
קבוצת כל השאר,2.0,2022-Q3,605,127.02326415399922
קבוצת כל השאר,2.0,2022-Q4,643,135.00158487772148
קבוצת כל השאר,2.0,2023-Q1,629,132.0622035584554
קבוצת כל השאר,3.0,2018-Q1,89,7.236316451107872
קבוצת כל השאר,3.0,2018-Q2,80,6.504554113355391
קבוצת כל השאר,3.0,2018-Q3,68,5.528870996352082
קבוצת כל השאר,3.0,2018-Q4,55,4.471880952931831
קבוצת כל השאר,3.0,2019-Q1,90,7.317623377524814
קבוצת כל השאר,3.0,2019-Q2,73,5.935405628436794
קבוצת כל השאר,3.0,2019-Q3,57,4.634494805765716
קבוצת כל השאר,3.0,2019-Q4,92,7.480237230358699
קבוצת כל השאר,3.0,2020-Q1,84,6.82978181902316
קבוצת כל השאר,3.0,2020-Q2,83,6.748474892606218
קבוצת כל השאר,3.0,2020-Q3,76,6.179326407687621
קבוצת כל השאר,3.0,2020-Q4,62,5.041029437850428
קבוצת כל השאר,3.0,2021-Q1,76,6.179326407687621
קבוצת כל השאר,3.0,2021-Q2,69,5.610177922769025
קבוצת כל השאר,3.0,2021-Q3,57,4.634494805765716
קבוצת כל השאר,3.0,2021-Q4,81,6.585861039772333
קבוצת כל השאר,3.0,2022-Q1,49,3.984039394430177
קבוצת כל השאר,3.0,2022-Q2,72,5.854098702019852
קבוצת כל השאר,3.0,2022-Q3,87,7.073702598273988
קבוצת כל השאר,3.0,2022-Q4,59,4.7971086585996
קבוצת כל השאר,3.0,2023-Q1,76,6.179326407687621
קבוצת כל השאר,4.0,2018-Q1,94,3.554097930789817
קבוצת כל השאר,4.0,2018-Q2,85,3.2138119586929195
קבוצת כל השאר,4.0,2018-Q3,116,4.385908084804455
קבוצת כל השאר,4.0,2018-Q4,98,3.70533614061066
קבוצת כל השאר,4.0,2019-Q1,95,3.5919074832450275
קבוצת כל השאר,4.0,2019-Q2,120,4.537146294625298
קבוצת כל השאר,4.0,2019-Q3,118,4.461527189714876
קבוצת כל השאר,4.0,2019-Q4,132,4.990860924087828
קבוצת כל השאר,4.0,2020-Q1,100,3.7809552455210818
קבוצת כל השאר,4.0,2020-Q2,119,4.499336742170088
קבוצת כל השאר,4.0,2020-Q3,115,4.348098532349244
קבוצת כל השאר,4.0,2020-Q4,112,4.234669874983611
קבוצת כל השאר,4.0,2021-Q1,154,5.8226710781024655
